date,close,open,high,low,volume,average,barCount
2008-12-30,283034912.0,,,,,,
2008-12-31,274452928.0,,,,,,
2009-01-02,240847344.0,,,,,,
2009-01-05,238170848.0,,,,,,
2009-01-06,218032944.0,,,,,,
2009-01-07,242206864.0,,,,,,
2009-01-08,236471424.0,,,,,,
2009-01-09,250958848.0,,,,,,
2009-01-12,268080256.0,,,,,,
2009-01-13,264766432.0,,,,,,
2009-01-14,293061408.0,,,,,,
2009-01-15,286518752.0,,,,,,
2009-01-16,276364832.0,,,,,,
2009-01-20,320634176.0,,,,,,
2009-01-21,268080256.0,,,,,,
2009-01-22,284479488.0,,,,,,
2009-01-23,270119520.0,,,,,,
2009-01-26,262344768.0,,,,,,
2009-01-27,251341168.0,,,,,,
2009-01-28,226487456.0,,,,,,
2009-01-29,247305120.0,,,,,,
2009-01-30,268420096.0,,,,,,
2009-02-02,258988480.0,,,,,,
2009-02-03,245903088.0,,,,,,
2009-02-04,240592480.0,,,,,,
2009-02-05,226614912.0,,,,,,
2009-02-06,202738352.0,,,,,,
2009-02-09,200401680.0,,,,,,
2009-02-10,225085472.0,,,,,,
2009-02-11,224235776.0,,,,,,
2009-02-12,219604880.0,,,,,,
2009-02-13,218372816.0,,,,,,
2009-02-17,247687408.0,,,,,,
2009-02-18,246667840.0,,,,,,
2009-02-19,269482272.0,,,,,,
2009-02-20,269694656.0,,,,,,
2009-02-23,303682688.0,,,,,,
2009-02-24,275685024.0,,,,,,
2009-02-25,274070688.0,,,,,,
2009-02-26,282142784.0,,,,,,
2009-02-27,283459872.0,,,,,,
2009-03-02,310225376.0,,,,,,
2009-03-03,309503072.0,,,,,,
2009-03-04,286136416.0,,,,,,
2009-03-05,312307104.0,,,,,,
2009-03-06,321866240.0,,,,,,
2009-03-09,345955168.0,,,,,,
2009-03-10,275345120.0,,,,,,
2009-03-11,251935872.0,,,,,,
2009-03-12,231883056.0,,,,,,
2009-03-13,233752416.0,,,,,,
2009-03-16,244373696.0,,,,,,
2009-03-17,217268224.0,,,,,,
2009-03-18,206434512.0,,,,,,
2009-03-19,203290672.0,,,,,,
2009-03-20,213317136.0,,,,,,
2009-03-23,173891056.0,,,,,,
2009-03-24,180476224.0,,,,,,
2009-03-25,179711488.0,,,,,,
2009-03-26,159318672.0,,,,,,
2009-03-27,170492256.0,,,,,,
2009-03-30,185744352.0,,,,,,
2009-03-31,176185200.0,,,,,,
2009-04-01,163184832.0,,,,,,
2009-04-02,147635312.0,,,,,,
2009-04-03,141390064.0,,,,,,
2009-04-06,145978448.0,,,,,,
2009-04-07,156684624.0,,,,,,
2009-04-08,148697440.0,,,,,,
2009-04-09,135357152.0,,,,,,
2009-04-13,136589168.0,,,,,,
2009-04-14,141687424.0,,,,,,
2009-04-15,142409664.0,,,,,,
2009-04-16,129196816.0,,,,,,
2009-04-17,129834120.0,,,,,,
2009-04-20,141007696.0,,,,,,
2009-04-21,134252528.0,,,,,,
2009-04-22,133360352.0,,,,,,
2009-04-23,132553168.0,,,,,,
2009-04-24,123036536.0,,,,,,
2009-04-27,124778408.0,,,,,,
2009-04-28,127242480.0,,,,,,
2009-04-29,119722680.0,,,,,,
2009-04-30,118065768.0,,,,,,
2009-05-01,115559168.0,,,,,,
2009-05-04,109611280.0,,,,,,
2009-05-05,110503464.0,,,,,,
2009-05-06,110885824.0,,,,,,
2009-05-07,121634520.0,,,,,,
2009-05-08,122271800.0,,,,,,
2009-05-11,121676992.0,,,,,,
2009-05-12,123886216.0,,,,,,
2009-05-13,132298240.0,,,,,,
2009-05-14,127879776.0,,,,,,
2009-05-15,127242480.0,,,,,,
2009-05-18,117131112.0,,,,,,
2009-05-19,114029712.0,,,,,,
2009-05-20,116918680.0,,,,,,
2009-05-21,122101848.0,,,,,,
2009-05-22,123631304.0,,,,,,
2009-05-26,111820472.0,,,,,,
2009-05-27,113519880.0,,,,,,
2009-05-28,108974000.0,,,,,,
2009-05-29,105490240.0,,,,,,
2009-06-01,94996432.0,,,,,,
2009-06-02,96610856.0,,,,,,
2009-06-03,97757960.0,,,,,,
2009-06-04,93509440.0,,,,,,
2009-06-05,92192424.0,,,,,,
2009-06-08,92957152.0,,,,,,
2009-06-09,90195640.0,,,,,,
2009-06-10,90280600.0,,,,,,
2009-06-11,89048544.0,,,,,,
