date,close,open,high,low,volume,average,barCount
2017-05-03,48.99411010742188,,,,,,
2017-05-04,48.99411010742188,,,,,,
2017-05-05,48.17583847045898,,,,,,
2017-05-08,48.17583847045898,,,,,,
2017-05-09,48.17583847045898,,,,,,
2017-05-10,48.17583847045898,,,,,,
2017-05-11,48.17583847045898,,,,,,
2017-05-12,50.16424179077149,,,,,,
2017-05-15,52.02172088623047,,,,,,
2017-05-16,52.53109359741211,,,,,,
2017-05-17,49.822601318359375,,,,,,
2017-05-18,46.33473205566406,,,,,,
2017-05-19,48.70771789550781,,,,,,
2017-05-22,49.60780715942383,,,,,,
2017-05-23,49.60780715942383,,,,,,
2017-05-24,51.63303756713867,,,,,,
2017-05-25,52.224246978759766,,,,,,
2017-05-26,52.224246978759766,,,,,,
2017-05-30,49.51165390014648,,,,,,
2017-05-31,48.46427154541016,,,,,,
2017-06-01,49.87375259399414,,,,,,
2017-06-02,49.93512344360352,,,,,,
2017-06-05,53.33095550537109,,,,,,
2017-06-06,53.33095550537109,,,,,,
2017-06-07,52.59451675415039,,,,,,
2017-06-08,52.59451675415039,,,,,,
2017-06-09,52.9422721862793,,,,,,
2017-06-12,52.9422721862793,,,,,,
2017-06-13,54.30266189575195,,,,,,
2017-06-14,54.30266189575195,,,,,,
2017-06-15,53.39233016967773,,,,,,
2017-06-16,53.39233016967773,,,,,,
2017-06-19,53.39233016967773,,,,,,
2017-06-20,53.39233016967773,,,,,,
2017-06-21,53.39233016967773,,,,,,
2017-06-22,54.21060180664063,,,,,,
2017-06-23,55.28459167480469,,,,,,
2017-06-26,57.53074264526367,,,,,,
2017-06-27,55.14751815795898,,,,,,
2017-06-28,56.3442497253418,,,,,,
2017-06-29,53.99989318847656,,,,,,
2017-06-30,53.99989318847656,,,,,,
2017-07-03,56.46085357666016,,,,,,
2017-07-05,56.54268646240234,,,,,,
2017-07-06,55.02886962890625,,,,,,
2017-07-07,55.02886962890625,,,,,,
2017-07-10,60.26991653442383,,,,,,
2017-07-11,60.75676727294922,,,,,,
2017-07-12,62.43423843383789,,,,,,
2017-07-13,62.43423843383789,,,,,,
2017-07-14,66.81201934814453,,,,,,
2017-07-17,66.39877319335938,,,,,,
2017-07-18,67.77348327636719,,,,,,
2017-07-19,66.77108001708984,,,,,,
2017-07-20,67.49322509765625,,,,,,
2017-07-21,67.49322509765625,,,,,,
2017-07-24,66.04077911376953,,,,,,
2017-07-25,67.20067596435547,,,,,,
2017-07-26,68.1008071899414,,,,,,
2017-07-27,64.76018524169922,,,,,,
2017-07-28,65.11408233642578,,,,,,
2017-07-31,63.518463134765625,,,,,,
2017-08-01,63.518463134765625,,,,,,
2017-08-02,64.34081268310547,,,,,,
2017-08-03,64.34081268310547,,,,,,
2017-08-04,64.34081268310547,,,,,,
2017-08-07,64.34081268310547,,,,,,
2017-08-08,65.45368194580078,,,,,,
2017-08-09,63.04793548583984,,,,,,
2017-08-10,61.513710021972656,,,,,,
2017-08-11,61.513710021972656,,,,,,
2017-08-14,64.69062042236328,,,,,,
2017-08-15,64.69062042236328,,,,,,
2017-08-16,65.62548828125,,,,,,
2017-08-17,65.07318878173828,,,,,,
2017-08-18,65.62548828125,,,,,,
2017-08-21,67.06771850585938,,,,,,
2017-08-22,67.85325622558594,,,,,,
2017-08-23,66.64835357666016,,,,,,
2017-08-24,67.5075454711914,,,,,,
2017-08-25,67.91666412353516,,,,,,
2017-08-28,65.27978515625,,,,,,
2017-08-29,64.45946502685547,,,,,,
2017-08-30,65.35957336425781,,,,,,
2017-08-31,65.1550064086914,,,,,,
2017-09-01,65.1550064086914,,,,,,
2017-09-05,61.03499221801758,,,,,,
2017-09-06,62.96612548828125,,,,,,
2017-09-07,64.0298843383789,,,,,,
2017-09-08,62.06603240966797,,,,,,
2017-09-11,63.57574081420898,,,,,,
2017-09-12,63.29343795776367,,,,,,
2017-09-13,61.73870468139648,,,,,,
2017-09-14,60.96135711669922,,,,,,
2017-09-15,62.53654098510742,,,,,,
2017-09-18,61.8614501953125,,,,,,
2017-09-19,61.411399841308594,,,,,,
2017-09-20,61.84100341796875,,,,,,
2017-09-21,61.19662094116211,,,,,,
2017-09-22,62.57742691040039,,,,,,
2017-09-25,60.44585800170898,,,,,,
2017-09-26,60.44585800170898,,,,,,
2017-09-27,56.95181274414063,,,,,,
2017-09-28,56.976356506347656,,,,,,
2017-09-29,56.976356506347656,,,,,,
2017-10-02,57.59619140625,,,,,,
2017-10-03,58.316287994384766,,,,,,
2017-10-04,57.70871353149414,,,,,,
2017-10-05,58.2815055847168,,,,,,
2017-10-06,54.333343505859375,,,,,,
2017-10-09,52.88090515136719,,,,,,
2017-10-10,51.57167053222656,,,,,,
2017-10-11,51.98899459838867,,,,,,
2017-10-12,51.14206314086914,,,,,,
2017-10-13,49.87375259399414,,,,,,
2017-10-16,48.95318603515625,,,,,,
2017-10-17,49.87375259399414,,,,,,
2017-10-18,50.53042221069336,,,,,,
2017-10-19,51.01933288574219,,,,,,
2017-10-20,50.51405334472656,,,,,,
2017-10-23,47.65827941894531,,,,,,
2017-10-24,48.23720550537109,,,,,,
2017-10-25,49.096378326416016,,,,,,
2017-10-26,45.039798736572266,,,,,,
2017-10-27,45.516448974609375,,,,,,
2017-10-30,45.33232879638672,,,,,,
2017-10-31,44.64702987670898,,,,,,
2017-11-01,44.14174270629883,,,,,,
2017-11-02,44.38517761230469,,,,,,
2017-11-03,42.89796829223633,,,,,,
2017-11-06,46.539283752441406,,,,,,
2017-11-07,45.47349166870117,,,,,,
2017-11-08,45.57781600952149,,,,,,
2017-11-09,45.55735778808594,,,,,,
2017-11-10,43.02071380615234,,,,,,
2017-11-13,43.2048225402832,,,,,,
2017-11-14,42.18198013305664,,,,,,
2017-11-15,41.07730484008789,,,,,,
2017-11-16,43.06777191162109,,,,,,
2017-11-17,44.20719909667969,,,,,,
2017-11-20,45.81307220458984,,,,,,
2017-11-21,46.150611877441406,,,,,,
2017-11-22,47.21435546875,,,,,,
2017-11-24,46.81545639038086,,,,,,
2017-11-27,46.22220993041992,,,,,,
2017-11-28,45.833526611328125,,,,,,
2017-11-29,45.94603729248047,,,,,,
2017-11-30,44.2685775756836,,,,,,
2017-12-01,44.63885116577149,,,,,,
2017-12-04,44.30949401855469,,,,,,
2017-12-05,43.6957893371582,,,,,,
2017-12-06,42.03878784179688,,,,,,
2017-12-07,41.70124816894531,,,,,,
2017-12-08,42.03878784179688,,,,,,
2017-12-11,42.03878784179688,,,,,,
2017-12-12,41.486446380615234,,,,,,
2017-12-13,44.02309799194336,,,,,,
2017-12-14,44.06401062011719,,,,,,
2017-12-15,43.42984771728516,,,,,,
2017-12-18,44.96410751342773,,,,,,
2017-12-19,43.6023063659668,,,,,,
2017-12-20,42.62197494506836,,,,,,
2017-12-21,42.14616394042969,,,,,,
2017-12-22,41.4488525390625,,,,,,
2017-12-26,38.83394241333008,,,,,,
2017-12-27,40.146522521972656,,,,,,
2017-12-28,40.115760803222656,,,,,,
2017-12-29,42.22819519042969,,,,,,
2018-01-02,43.08137130737305,,,,,,
2018-01-03,45.427616119384766,,,,,,
2018-01-04,45.81728744506836,,,,,,
2018-01-05,46.43256759643555,,,,,,
2018-01-08,47.07244873046875,,,,,,
2018-01-09,45.26354598999024,,,,,,
2018-01-10,42.69990158081055,,,,,,
2018-01-11,42.98703384399414,,,,,,
2018-01-12,45.73525238037109,,,,,,
2018-01-16,48.40142822265625,,,,,,
2018-01-17,49.98063659667969,,,,,,
2018-01-18,51.00608444213867,,,,,,
2018-01-19,50.65743637084961,,,,,,
2018-01-22,50.67794036865234,,,,,,
2018-01-23,50.80303955078125,,,,,,
2018-01-24,54.748985290527344,,,,,,
2018-01-25,53.52460479736328,,,,,,
2018-01-26,55.11200714111328,,,,,,
2018-01-29,52.93393707275391,,,,,,
2018-01-30,51.02044296264648,,,,,,
2018-01-31,52.17509841918945,,,,,,
2018-02-01,54.9930534362793,,,,,,
2018-02-02,51.50035095214844,,,,,,
2018-02-05,45.59169387817383,,,,,,
2018-02-06,48.62703323364258,,,,,,
2018-02-07,46.00186538696289,,,,,,
2018-02-08,41.530879974365234,,,,,,
2018-02-09,43.70485305786133,,,,,,
2018-02-12,44.46369171142578,,,,,,
2018-02-13,44.60725402832031,,,,,,
2018-02-14,47.15037536621094,,,,,,
2018-02-15,48.79110336303711,,,,,,
2018-02-16,48.27837371826172,,,,,,
2018-02-20,46.76070785522461,,,,,,
2018-02-21,44.95590591430664,,,,,,
2018-02-22,47.39238357543945,,,,,,
2018-02-23,47.19139099121094,,,,,,
2018-02-26,46.89400100708008,,,,,,
2018-02-27,44.25859832763672,,,,,,
2018-02-28,42.35125732421875,,,,,,
2018-03-01,43.13059997558594,,,,,,
2018-03-02,42.82295989990234,,,,,,
2018-03-05,42.41277694702149,,,,,,
2018-03-06,43.971466064453125,,,,,,
2018-03-07,43.68434143066406,,,,,,
2018-03-08,45.96085357666016,,,,,,
2018-03-09,47.0068244934082,,,,,,
2018-03-12,47.82717514038086,,,,,,
2018-03-13,47.15242767333984,,,,,,
2018-03-14,47.15242767333984,,,,,,
2018-03-15,45.26354598999024,,,,,,
2018-03-16,43.417728424072266,,,,,,
2018-03-19,41.530879974365234,,,,,,
2018-03-20,42.60146713256836,,,,,,
2018-03-21,45.437870025634766,,,,,,
2018-03-22,44.19707107543945,,,,,,
2018-03-23,41.87544631958008,,,,,,
2018-03-26,43.69049453735352,,,,,,
2018-03-27,44.11503219604492,,,,,,
2018-03-28,43.35619735717773,,,,,,
2018-03-29,45.46863555908203,,,,,,
2018-04-02,42.00260162353516,,,,,,
2018-04-03,44.28936004638672,,,,,,
2018-04-04,48.47936248779297,,,,,,
2018-04-05,48.89364242553711,,,,,,
2018-04-06,47.69591522216797,,,,,,
2018-04-09,45.78857421875,,,,,,
2018-04-10,48.934669494628906,,,,,,
2018-04-11,49.38587188720703,,,,,,
2018-04-12,50.77022933959961,,,,,,
2018-04-13,51.64186096191406,,,,,,
2018-04-16,51.35065078735352,,,,,,
2018-04-17,52.911376953125,,,,,,
2018-04-18,52.72885513305664,,,,,,
2018-04-19,48.19634246826172,,,,,,
2018-04-20,46.801719665527344,,,,,,
2018-04-23,44.19707107543945,,,,,,
2018-04-24,43.61050796508789,,,,,,
2018-04-25,43.66383743286133,,,,,,
2018-04-26,44.52521896362305,,,,,,
2018-04-27,45.427616119384766,,,,,,
2018-04-30,45.01742935180664,,,,,,
2018-05-01,43.786888122558594,,,,,,
2018-05-02,41.59241485595703,,,,,,
2018-05-03,39.89017105102539,,,,,,
2018-05-04,38.33147048950195,,,,,,
2018-05-07,35.480712890625,,,,,,
2018-05-08,35.583255767822266,,,,,,
2018-05-09,34.865440368652344,,,,,,
2018-05-10,37.41268539428711,,,,,,
2018-05-11,36.50000762939453,,,,,,
2018-05-14,34.92696762084961,,,,,,
2018-05-15,33.94252395629883,,,,,,
2018-05-16,34.35271453857422,,,,,,
2018-05-17,32.50689697265625,,,,,,
2018-05-18,31.15328598022461,,,,,,
2018-05-21,30.476503372192383,,,,,,
2018-05-22,31.80958366394043,,,,,,
2018-05-23,33.06268310546875,,,,,,
2018-05-24,31.819833755493164,,,,,,
2018-05-25,31.666025161743164,,,,,,
2018-05-29,29.04086685180664,,,,,,
2018-05-30,29.781234741210938,,,,,,
2018-05-31,28.87679100036621,,,,,,
2018-06-01,29.5946044921875,,,,,,
2018-06-04,29.6151123046875,,,,,,
2018-06-05,26.866899490356445,,,,,,
2018-06-06,27.8103084564209,,,,,,
2018-06-07,27.03096580505371,,,,,,
2018-06-08,29.081871032714844,,,,,,
2018-06-11,28.733226776123047,,,,,,
2018-06-12,29.020353317260746,,,,,,
2018-06-13,28.917808532714844,,,,,,
2018-06-14,29.104434967041016,,,,,,
2018-06-15,29.225446701049805,,,,,,
2018-06-18,29.55974197387696,,,,,,
2018-06-19,29.20493125915528,,,,,,
